Pokedex Number,Pokemon Name,Classification,Alternate Form Name,Legendary Type,Pokemon Height,Pokemon Weight,Primary Type,Secondary Type,Primary Ability,Primary Ability Description,Secondary Ability,Secondary Ability Description,Hidden Ability,Hidden Ability Description,Game(s) of Origin,Health Stat,Attack Stat,Defense Stat,Special Attack Stat,Special Defense Stat,Speed Stat,Base Stat Total,Health EV,Attack EV,Defense EV,Special Attack EV,Special Defense EV,Speed EV,EV Yield Total,Experience Growth Total,Pre-Evolution Pokemon Id
585,Deerling,Season Pokémon,Autumn,,0.6,19.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,60,60,50,40,50,75,335,0,0,0,0,0,1,1,1000000,
585,Deerling,Season Pokémon,Winter,,0.6,19.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,60,60,50,40,50,75,335,0,0,0,0,0,1,1,1000000,
586,Sawsbuck,Season Pokémon,,,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,80,100,70,60,70,95,475,0,2,0,0,0,0,2,1000000,955.0
586,Sawsbuck,Season Pokémon,Summer,,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,80,100,70,60,70,95,475,0,2,0,0,0,0,2,1000000,1787.0
586,Sawsbuck,Season Pokémon,Autumn,,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,80,100,70,60,70,95,475,0,2,0,0,0,0,2,1000000,1788.0
586,Sawsbuck,Season Pokémon,Winter,,1.9,92.5,Normal,Grass,Chlorophyll,Boosts the Pokémon's Speed stat in harsh sunlight.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,Black,80,100,70,60,70,95,475,0,2,0,0,0,0,2,1000000,1789.0
587,Emolga,Sky Squirrel Pokémon,,,0.4,5.0,Electric,Flying,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",,,Motor Drive,Boosts its Speed stat if hit by an Electric-type move instead of taking damage.,Black,55,75,60,75,60,103,428,0,0,0,0,0,2,2,1000000,
588,Karrablast,Clamping Pokémon,,,0.5,5.9,Bug,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shed Skin,The Pokémon may heal its own status conditions by shedding its skin.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Black,50,75,45,40,45,60,315,0,1,0,0,0,0,1,1000000,
589,Escavalier,Cavalry Pokémon,,,1.0,33.0,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Black,70,135,105,60,105,20,495,0,2,0,0,0,0,2,1000000,958.0
590,Foongus,Mushroom Pokémon,,,0.2,1.0,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",,,Regenerator,Restores a little HP when withdrawn from battle.,Black,69,55,45,55,55,15,294,1,0,0,0,0,0,1,1000000,
591,Amoonguss,Mushroom Pokémon,,,0.6,10.5,Grass,Poison,Effect Spore,"Contact with the Pokémon may inflict poison, sleep, or paralysis on its attacker.",,,Regenerator,Restores a little HP when withdrawn from battle.,Black,114,85,70,85,80,30,464,2,0,0,0,0,0,2,1000000,961.0
592,Frillish,Floating Pokémon,,,1.2,33.0,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Black,55,40,50,65,85,40,335,0,0,0,0,1,0,1,1000000,
593,Jellicent,Floating Pokémon,,,2.2,135.0,Water,Ghost,Water Absorb,Restores HP if hit by a Water-type move instead of taking damage.,Cursed Body,May disable a move used on the Pokémon.,Damp,"Prevents the use of explosive moves, such as Self-Destruct, by dampening its surroundings.",Black,100,60,70,85,105,60,480,0,0,0,0,2,0,2,1000000,963.0
594,Alomomola,Caring Pokémon,,,1.2,31.6,Water,,Healer,Sometimes heals an ally's status condition.,Hydration,Heals status conditions if it's raining.,Regenerator,Restores a little HP when withdrawn from battle.,Black,165,75,80,40,45,65,470,2,0,0,0,0,0,2,800000,
595,Joltik,Attaching Pokémon,,,0.1,0.6,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Black,50,47,50,57,50,65,319,0,0,0,0,0,1,1,1000000,
596,Galvantula,EleSpider Pokémon,,,0.8,14.3,Bug,Electric,Compound Eyes,The Pokémon's compound eyes boost its accuracy.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Black,70,77,60,97,60,108,472,0,0,0,0,0,2,2,1000000,966.0
597,Ferroseed,Thorn Seed Pokémon,,,0.6,18.8,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,,,,,Black,44,50,91,24,86,10,305,0,0,1,0,0,0,1,1000000,
598,Ferrothorn,Thorn Pod Pokémon,,,1.0,110.0,Grass,Steel,Iron Barbs,Inflicts damage on the attacker upon contact with iron barbs.,,,Anticipation,The Pokémon can sense an opposing Pokémon's dangerous moves.,Black,74,94,131,54,116,20,489,0,0,2,0,0,0,2,1000000,968.0
599,Klink,Gear Pokémon,,,0.3,21.0,Steel,,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Black,40,55,70,45,60,30,300,0,0,1,0,0,0,1,1059860,
600,Klang,Gear Pokémon,,,0.6,51.0,Steel,,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Black,60,80,95,70,85,50,440,0,0,2,0,0,0,2,1059860,970.0
601,Klinklang,Gear Pokémon,,,0.6,81.0,Steel,,Plus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Minus,Boosts the Sp. Atk stat of the Pokémon if an ally with the Plus or Minus Ability is also in battle.,Clear Body,Prevents other Pokémon's moves or Abilities from lowering the Pokémon's stats.,Black,60,100,115,70,85,90,520,0,0,3,0,0,0,3,1059860,972.0
602,Tynamo,EleFish Pokémon,,,0.2,0.3,Electric,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Black,35,55,40,45,40,60,275,0,0,0,0,0,1,1,1250000,
603,Eelektrik,EleFish Pokémon,,,1.2,22.0,Electric,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Black,65,85,70,75,70,40,405,0,2,0,0,0,0,2,1250000,974.0
604,Eelektross,EleFish Pokémon,,,2.1,80.5,Electric,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Black,85,115,80,105,80,50,515,0,3,0,0,0,0,3,1250000,975.0
605,Elgyem,Cerebral Pokémon,,,0.5,9.0,Psychic,,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,Black,55,55,55,85,55,30,335,0,0,0,1,0,0,1,1000000,
606,Beheeyem,Cerebral Pokémon,,,1.0,34.5,Psychic,,Telepathy,Anticipates an ally's attack and dodges it.,Synchronize,"The attacker will receive the same status condition if it inflicts a burn, poison, or paralysis to the Pokémon.",Analytic,Boosts move power when the Pokémon moves last.,Black,75,75,75,125,95,40,485,0,0,0,2,0,0,2,1000000,977.0
607,Litwick,Candle Pokémon,,,0.3,3.1,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Black,50,30,55,65,55,20,275,0,0,0,1,0,0,1,1059860,
608,Lampent,Lamp Pokémon,,,0.6,13.0,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Black,60,40,60,95,60,55,370,0,0,0,2,0,0,2,1059860,979.0
609,Chandelure,Luring Pokémon,,,1.0,34.3,Ghost,Fire,Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,Flame Body,Contact with the Pokémon may burn the attacker.,Infiltrator,"Passes through the opposing Pokémon's barrier, substitute, and the like and strikes.",Black,60,55,90,145,90,80,520,0,0,0,3,0,0,3,1059860,980.0
610,Axew,Tusk Pokémon,,,0.6,18.0,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Black,46,87,60,30,40,57,320,0,1,0,0,0,0,1,1250000,
611,Fraxure,Axe Jaw Pokémon,,,1.0,36.0,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Black,66,117,70,40,50,67,410,0,2,0,0,0,0,2,1250000,983.0
612,Haxorus,Axe Jaw Pokémon,,,1.8,105.5,Dragon,,Rivalry,"Becomes competitive and deals more damage to Pokémon of the same gender, but deals less to Pokémon of the opposite gender.",Mold Breaker,Moves can be used on the target regardless of its Abilities.,Unnerve,Unnerves opposing Pokémon and makes them unable to eat Berries.,Black,76,147,90,60,70,97,540,0,3,0,0,0,0,3,1250000,984.0
613,Cubchoo,Chill Pokémon,,,0.5,8.5,Ice,,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Rattled,"Dark-, Ghost-, and Bug-type moves scare the Pokémon and boost its Speed stat.",Black,55,70,40,60,40,40,305,0,1,0,0,0,0,1,1000000,
614,Beartic,Freezing Pokémon,,,2.6,260.0,Ice,,Snow Cloak,Boosts evasiveness in a hailstorm.,Slush Rush,Boosts the Pokémon's Speed stat in a hailstorm.,Swift Swim,Boosts the Pokémon's Speed stat in rain.,Black,95,130,80,70,80,50,505,0,2,0,0,0,0,2,1000000,986.0
615,Cryogonal,Crystallizing Pokémon,,,1.1,148.0,Ice,,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Black,80,50,50,95,135,105,515,0,0,0,0,2,0,2,1000000,
616,Shelmet,Snail Pokémon,,,0.4,7.7,Bug,,Hydration,Heals status conditions if it's raining.,Shell Armor,A hard shell protects the Pokémon from critical hits.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Black,50,40,85,40,65,25,305,0,0,1,0,0,0,1,1000000,
617,Accelgor,Shell Out Pokémon,,,0.8,25.3,Bug,,Hydration,Heals status conditions if it's raining.,Sticky Hold,Items held by the Pokémon are stuck fast and cannot be removed by other Pokémon.,Unburden,Boosts the Speed stat if the Pokémon's held item is used or lost.,Black,80,70,40,100,60,145,495,0,0,0,0,0,2,2,1000000,989.0
618,Stunfisk,Trap Pokémon,,,0.7,11.0,Ground,Electric,Static,"The Pokémon is charged with static electricity, so contact with it may cause paralysis.",Limber,Its limber body protects the Pokémon from paralysis.,Sand Veil,Boosts the Pokémon's evasiveness in a sandstorm.,Black,109,66,84,81,99,32,471,2,0,0,0,0,0,2,1000000,
618,Stunfisk,Trap Pokémon,Galar,,0.7,20.5,Ground,Steel,Mimicry,Changes the Pokémon's type depending on the terrain.,,,,,Sword,109,81,99,66,84,32,471,2,0,0,0,0,0,2,1000000,
619,Mienfoo,Martial Arts Pokémon,,,0.9,20.0,Fighting,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,Black,45,85,50,55,50,65,350,0,1,0,0,0,0,1,1059860,
620,Mienshao,Martial Arts Pokémon,,,1.4,35.5,Fighting,,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Regenerator,Restores a little HP when withdrawn from battle.,Reckless,Powers up moves that have recoil damage.,Black,65,125,60,95,60,105,510,0,2,0,0,0,0,2,1059860,992.0
621,Druddigon,Cave Pokémon,,,1.6,139.0,Dragon,,Rough Skin,This Pokémon inflicts damage with its rough skin to the attacker on contact.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Mold Breaker,Moves can be used on the target regardless of its Abilities.,Black,77,120,90,60,90,48,485,0,2,0,0,0,0,2,1000000,
622,Golett,Automaton Pokémon,,,1.0,92.0,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Black,59,74,50,35,50,35,303,0,1,0,0,0,0,1,1000000,
623,Golurk,Automaton Pokémon,,,2.8,330.0,Ground,Ghost,Iron Fist,Powers up punching moves.,Klutz,The Pokémon can't use any held items.,No Guard,The Pokémon employs no-guard tactics to ensure incoming and outgoing attacks always land.,Black,89,124,80,55,80,55,483,0,2,0,0,0,0,2,1000000,996.0
624,Pawniard,Sharp Blade Pokémon,,,0.5,10.2,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Black,45,85,70,40,40,60,340,0,1,0,0,0,0,1,1000000,
625,Bisharp,Sword Blade Pokémon,,,1.6,70.0,Dark,Steel,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Inner Focus,"The Pokémon's intensely focused, and that protects the Pokémon from flinching.",Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",Black,65,125,100,60,70,70,490,0,2,0,0,0,0,2,1000000,998.0
626,Bouffalant,Bash Buffalo Pokémon,,,1.6,94.5,Normal,,Reckless,Powers up moves that have recoil damage.,Sap Sipper,Boosts the Attack stat if hit by a Grass-type move instead of taking damage.,Soundproof,Soundproofing gives the Pokémon full immunity to all sound-based moves.,Black,95,110,95,40,95,55,490,0,2,0,0,0,0,2,1000000,
627,Rufflet,Eaglet Pokémon,,,0.5,10.5,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Black,70,83,50,37,50,60,350,0,1,0,0,0,0,1,1250000,
628,Braviary,Valiant Pokémon,,,1.5,41.0,Normal,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Black,100,123,75,57,75,80,510,0,2,0,0,0,0,2,1250000,1001.0
628,Braviary,Battle Cry Pokémon,Hisui,,1.7,43.4,Psychic,Flying,Keen Eye,Keen eyes prevent other Pokémon from lowering this Pokémon's accuracy.,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Tinted Lens,"The Pokémon can use not very effective"" moves to deal regular damage.""",Legends Arceus,110,83,70,112,70,65,510,0,0,0,2,0,0,2,1250000,1001.0
629,Vullaby,Diapered Pokémon,,,0.5,9.0,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Black,70,55,75,45,65,60,370,0,0,1,0,0,0,1,1250000,
630,Mandibuzz,Bone Vulture Pokémon,,,1.2,39.5,Dark,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,Overcoat,"Protects the Pokémon from things like sand, hail, and powder.",Weak Armor,Physical attacks to the Pokémon lower its Defense stat but sharply raise its Speed stat.,Black,110,65,105,55,95,80,510,0,0,0,2,0,0,2,1250000,1003.0
631,Heatmor,Anteater Pokémon,,,1.4,58.0,Fire,,Gluttony,"Makes the Pokémon eat a held Berry when its HP drops to half or less, which is sooner than usual.",Flash Fire,Powers up the Pokémon's Fire-type moves if it's hit by one.,White Smoke,"The Pokémon is protected by its white smoke, which prevents other Pokémon from lowering its stats.",Black,85,97,66,105,66,65,484,0,0,0,2,0,0,2,1000000,
632,Durant,Iron Ant Pokémon,,,0.3,33.0,Bug,Steel,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Hustle,"Boosts the Attack stat, but lowers accuracy.",Truant,The Pokémon can't use a move if it had used a move on the previous turn.,Black,58,109,112,48,48,109,484,0,0,2,0,0,0,2,1000000,
633,Deino,Irate Pokémon,,,0.8,17.3,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",,,,,Black,52,65,50,45,50,38,300,0,1,0,0,0,0,1,1250000,
634,Zweilous,Hostile Pokémon,,,1.4,50.0,Dark,Dragon,Hustle,"Boosts the Attack stat, but lowers accuracy.",,,,,Black,72,85,70,65,70,58,420,0,2,0,0,0,0,2,1250000,1008.0
635,Hydreigon,Brutal Pokémon,,,1.8,160.0,Dark,Dragon,Levitate,"By floating in the air, the Pokémon receives full immunity to all Ground-type moves.",,,,,Black,92,105,90,125,90,98,600,0,0,0,3,0,0,3,1250000,1009.0
636,Larvesta,Torch Pokémon,,,1.1,28.8,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Black,55,85,55,50,55,60,360,0,1,0,0,0,0,1,1250000,
637,Volcarona,Sun Pokémon,,,1.6,46.0,Bug,Fire,Flame Body,Contact with the Pokémon may burn the attacker.,,,Swarm,Powers up Bug-type moves when the Pokémon's HP is low.,Black,85,60,65,135,105,100,550,0,0,0,3,0,0,3,1250000,1011.0
638,Cobalion,Iron Will Pokémon,,Sub-Legendary,2.1,250.0,Steel,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,Black,91,90,129,90,72,108,580,0,0,3,0,0,0,3,1250000,
639,Terrakion,Cavern Pokémon,,Sub-Legendary,1.9,260.0,Rock,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,Black,91,129,90,72,90,108,580,0,3,0,0,0,0,3,1250000,
640,Virizion,Grassland Pokémon,,Sub-Legendary,2.0,200.0,Grass,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,Black,91,90,72,90,129,108,580,0,0,0,0,3,0,3,1250000,
641,Tornadus,Cyclone Pokémon,,Sub-Legendary,1.5,63.0,Flying,,Prankster,Gives priority to a status move.,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Black,79,115,70,125,80,111,580,0,3,0,0,0,0,3,1250000,
641,Tornadus,Cyclone Pokémon,Therian,Sub-Legendary,1.5,63.0,Flying,,Regenerator,Restores a little HP when withdrawn from battle.,,,,,Black 2,79,100,80,110,90,121,580,0,0,0,0,0,3,3,1250000,
642,Thundurus,Bolt Strike Pokémon,,Sub-Legendary,1.5,61.0,Electric,Flying,Prankster,Gives priority to a status move.,,,Defiant,Boosts the Pokémon's Attack stat sharply when its stats are lowered.,Black,79,115,70,125,80,111,580,0,3,0,0,0,0,3,1250000,
642,Thundurus,Bolt Strike Pokémon,Therian,Sub-Legendary,3.0,61.0,Electric,Flying,Volt Absorb,Restores HP if hit by an Electric-type move instead of taking damage.,,,,,Black 2,79,105,70,145,80,101,580,0,0,0,3,0,0,3,1250000,
643,Reshiram,Vast White Pokémon,,Legendary,3.2,330.0,Dragon,Fire,Turboblaze,Moves can be used on the target regardless of its Abilities.,,,,,Black,100,120,100,150,120,90,680,0,0,0,3,0,0,3,1250000,
644,Zekrom,Deep Black Pokémon,,Legendary,2.9,345.0,Dragon,Electric,Teravolt,Moves can be used on the target regardless of its Abilities.,,,,,Black,100,150,120,120,100,90,680,0,3,0,0,0,0,3,1250000,
645,Landorus,Abundance Pokémon,,Sub-Legendary,1.5,68.0,Ground,Flying,Sand Force,"Boosts the power of Rock-, Ground-, and Steel-type moves in a sandstorm.",,,Sheer Force,Removes additional effects to increase the power of moves when attacking.,Black,89,125,90,115,80,101,600,0,0,0,3,0,0,3,1250000,
645,Landorus,Abundance Pokémon,Therian,Sub-Legendary,1.3,68.0,Ground,Flying,Intimidate,"The Pokémon intimidates opposing Pokémon upon entering battle, lowering their Attack stat.",,,,,Black 2,89,145,90,105,80,91,600,0,3,0,0,0,0,3,1250000,
646,Kyurem,Boundary Pokémon,,Legendary,3.0,325.0,Dragon,Ice,Pressure,"By putting pressure on the opposing Pokémon, it raises their PP usage.",,,,,Black,125,130,90,130,90,95,660,1,1,0,1,0,0,3,1250000,
646,Kyurem,Boundary Pokémon,White,Legendary,3.6,325.0,Dragon,Ice,Turboblaze,Moves can be used on the target regardless of its Abilities.,,,,,Black 2,125,120,90,170,100,95,700,0,0,0,3,0,0,3,1250000,
646,Kyurem,Boundary Pokémon,Black,Legendary,3.3,325.0,Dragon,Ice,Teravolt,Moves can be used on the target regardless of its Abilities.,,,,,Black 2,125,170,100,120,90,95,700,0,3,0,0,0,0,3,1250000,
647,Keldeo,Colt Pokémon,,Mythical,1.4,48.5,Water,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,Black,91,72,90,129,90,108,580,0,0,0,3,0,0,3,1250000,
647,Keldeo,Colt Pokémon,Resolute,Mythical,1.4,48.5,Water,Fighting,Justified,"Being hit by a Dark-type move boosts the Attack stat of the Pokémon, for justice.",,,,,Black,91,72,90,129,90,108,580,0,0,0,3,0,0,3,1250000,
648,Meloetta,Melody Pokémon,,Mythical,0.6,6.5,Normal,Psychic,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,Black,100,77,77,128,128,90,600,0,0,0,1,1,1,3,1250000,
648,Meloetta,Melody Pokémon,Pirouette,Mythical,0.6,6.5,Normal,Fighting,Serene Grace,Boosts the likelihood of additional effects occurring when attacking.,,,,,Black,100,128,90,77,77,128,600,0,1,1,0,0,1,3,1250000,
649,Genesect,Paleozoic Pokémon,,Mythical,1.5,82.5,Bug,Steel,Download,Compares an opposing Pokémon's Defense and Sp. Def stats before raising its own Attack or Sp. Atk stat—whichever will be more effective.,,,,,Black,71,120,95,120,95,99,600,0,1,0,1,0,1,3,1250000,
650,Chespin,Spiky Nut Pokémon,,,0.4,9.0,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,X,56,61,65,48,45,38,313,0,0,1,0,0,0,1,1059860,
651,Quilladin,Spiky Armor Pokémon,,,0.7,29.0,Grass,,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,X,61,78,95,56,58,57,405,0,0,2,0,0,0,2,1059860,1066.0
652,Chesnaught,Spiky Armor Pokémon,,,1.6,90.0,Grass,Fighting,Overgrow,Powers up Grass-type moves when the Pokémon's HP is low.,,,Bulletproof,Protects the Pokémon from some ball and bomb moves.,X,88,107,122,74,75,64,530,0,0,3,0,0,0,3,1059860,1067.0
653,Fennekin,Fox Pokémon,,,0.4,9.4,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,X,40,45,40,62,60,60,307,0,0,0,1,0,0,1,1059860,
654,Braixen,Fox Pokémon,,,1.0,14.5,Fire,,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,X,59,59,58,90,70,73,409,0,0,0,2,0,0,2,1059860,1069.0
655,Delphox,Fox Pokémon,,,1.5,39.0,Fire,Psychic,Blaze,Powers up Fire-type moves when the Pokémon's HP is low.,,,Magician,The Pokémon steals the held item of a Pokémon it hits with a move.,X,75,69,72,114,100,104,534,0,0,0,3,0,0,3,1059860,1070.0
656,Froakie,Bubble Frog Pokémon,,,0.3,7.0,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,X,41,56,40,62,44,71,314,0,0,0,0,0,1,1,1059860,
657,Frogadier,Bubble Frog Pokémon,,,0.6,10.9,Water,,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,X,54,63,52,83,56,97,405,0,0,0,0,0,2,2,1059860,1072.0
658,Greninja,Ninja Pokémon,,,1.5,40.0,Water,Dark,Torrent,Powers up Water-type moves when the Pokémon's HP is low.,,,Protean,Changes the Pokémon's type to the type of the move it's about to use.,X,72,95,67,103,71,122,530,0,0,0,0,0,3,3,1059860,1073.0
658,Greninja,Ninja Pokémon,Ash,,1.5,40.0,Water,Dark,Battle Bond,"When the Pokémon knocks out a target, its bond with its Trainer is strengthened, and its Attack, Sp. Atk, and Speed stats are boosted.",,,,,Sun,72,145,67,153,71,132,640,0,0,0,0,0,3,3,1059860,
659,Bunnelby,Digging Pokémon,,,0.4,5.0,Normal,,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Huge Power,Doubles the Pokémon's Attack stat.,X,38,36,38,32,36,57,237,0,0,0,0,0,1,1,1000000,
660,Diggersby,Digging Pokémon,,,1.0,42.4,Normal,Ground,Pickup,"The Pokémon may pick up the item an opposing Pokémon used during a battle. It may pick up items outside of battle, too.",Cheek Pouch,Restores HP as well when the Pokémon eats a Berry.,Huge Power,Doubles the Pokémon's Attack stat.,X,85,56,77,50,77,78,423,2,0,0,0,0,0,2,1000000,1075.0
661,Fletchling,Tiny Robin Pokémon,,,0.3,1.7,Normal,Flying,Big Pecks,Protects the Pokémon from Defense-lowering effects.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,X,45,50,43,40,38,62,278,0,0,0,0,0,1,1,1059860,
662,Fletchinder,Ember Pokémon,,,0.7,16.0,Fire,Flying,Flame Body,Contact with the Pokémon may burn the attacker.,,,Gale Wings,Gives priority to Flying-type moves when the Pokémon's HP is full.,X,62,73,55,56,52,84,382,0,0,0,0,0,2,2,1059860,1078.0
